Unix,Date,Symbol,Open,High,Low,Close,Volume 1INCH,Volume BTC,tradecount
1673481600000,2023-01-12,ANTBTC,0.00013389,0.00013549,0.00012457,0.00012622,28920.8,3.75999494,1224
1673395200000,2023-01-11,ANTBTC,0.00013538,0.00013642,0.00013028,0.00013363,19077.6,2.55099606,919
1673308800000,2023-01-10,ANTBTC,0.00013517,0.00014202,0.00013187,0.0001353,32435.1,4.44285164,1547
1673222400000,2023-01-09,ANTBTC,0.00012903,0.000139,0.00012726,0.00013522,64904.6,8.73939289,2156
1673136000000,2023-01-08,ANTBTC,0.00012407,0.00012943,0.00012122,0.00012834,32139.0,3.97507141,872
1673049600000,2023-01-07,ANTBTC,0.00012326,0.00012616,0.0001228,0.00012376,27606.7,3.43930717,604
1672963200000,2023-01-06,ANTBTC,0.00012768,0.00012956,0.000122,0.00012363,32670.3,4.05056949,835
1672876800000,2023-01-05,ANTBTC,0.00012997,0.00013118,0.00012648,0.00012789,19137.1,2.46720825,695
1672790400000,2023-01-04,ANTBTC,0.0001248,0.00012994,0.00012438,0.00012937,26239.3,3.3403964,1195
1672704000000,2023-01-03,ANTBTC,0.00012457,0.0001254,0.00012,0.00012434,34842.5,4.27973567,952
1672617600000,2023-01-02,ANTBTC,0.00013234,0.00013234,0.00012401,0.00012464,59427.8,7.50992103,2018
1672531200000,2023-01-01,ANTBTC,0.00013486,0.00013828,0.0001321,0.00013257,18297.5,2.47198554,826
1672444800000,2022-12-31,ANTBTC,0.00013163,0.00013528,0.00013135,0.00013505,17658.0,2.35335582,721
1672358400000,2022-12-30,ANTBTC,0.00013286,0.00013495,0.00013022,0.00013137,16902.6,2.24275583,834
1672272000000,2022-12-29,ANTBTC,0.00013303,0.00013536,0.00012973,0.00013287,29616.2,3.91936953,1274
1672185600000,2022-12-28,ANTBTC,0.00012873,0.00013687,0.00012633,0.00013332,43988.8,5.82961703,1765
1672099200000,2022-12-27,ANTBTC,0.00012892,0.00013248,0.00012762,0.0001279,25026.8,3.2489703,1124
1672012800000,2022-12-26,ANTBTC,0.00012574,0.00013057,0.0001244,0.00012896,12268.2,1.56202664,557
1671926400000,2022-12-25,ANTBTC,0.00012495,0.00012718,0.00012363,0.00012574,10938.7,1.37057116,459
1671840000000,2022-12-24,ANTBTC,0.00012523,0.0001267,0.000123,0.00012513,14310.3,1.78246146,432
1671753600000,2022-12-23,ANTBTC,0.00011923,0.00012792,0.00011912,0.0001256,53752.8,6.64739178,1422
1671667200000,2022-12-22,ANTBTC,0.00011695,0.0001201,0.00011561,0.00011913,17073.9,1.9976017,286
1671580800000,2022-12-21,ANTBTC,0.00011454,0.00011939,0.00011205,0.00011716,14958.9,1.73602167,726
1671494400000,2022-12-20,ANTBTC,0.00011018,0.00011518,0.00010964,0.0001151,16610.5,1.88020327,512
1671408000000,2022-12-19,ANTBTC,0.00011064,0.00011411,0.00010911,0.0001104,32007.6,3.55813417,549
1671321600000,2022-12-18,ANTBTC,0.00011128,0.00011186,0.00010892,0.00011077,15500.5,1.711995,473
